Time	J1	J2	J3	J4	J5	J6	J7	J8	X	Y	Z	A	B	C	L1	L2
16:18:35,930	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:36,192	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:36,455	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:36,725	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:36,999	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:37,268	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:37,542	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:37,817	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:38,087	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:38,355	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:38,627	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:38,898	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:39,174	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:39,444	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:39,715	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:39,990	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:40,262	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:40,536	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:40,806	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:41,079	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:41,349	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:41,623	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:41,901	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:42,178	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:42,455	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:42,728	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:43,000	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:43,275	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:43,543	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:43,807	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:44,078	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:44,354	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:44,624	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:44,893	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:45,170	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:45,447	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:45,725	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:45,991	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:46,272	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:46,540	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:46,813	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:47,082	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:47,348	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:47,617	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:47,895	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:48,165	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:48,420	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:48,685	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:48,960	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:49,230	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:49,501	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:49,770	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:50,040	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:50,315	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:50,590	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:50,860	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:51,127	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:51,390	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:51,658	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:51,932	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:52,203	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:52,473	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:52,749	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:53,020	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:53,290	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:53,568	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:53,838	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:54,111	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:54,384	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:54,651	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:54,934	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:55,205	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:55,478	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:55,746	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:56,018	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:56,289	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:56,555	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:56,822	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:57,095	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:57,361	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:57,639	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:57,922	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:58,189	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:58,461	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:58,746	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:59,021	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:59,288	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:59,556	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:18:59,833	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:00,104	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:00,389	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:00,663	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:00,939	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:01,217	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:01,488	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:01,760	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:02,037	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:02,306	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:02,583	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:02,857	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:03,132	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:03,408	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:03,675	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:03,946	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:04,230	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:04,499	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:04,775	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:05,052	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:05,325	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:05,593	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:05,865	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:06,140	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:06,415	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:06,689	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:06,959	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:07,224	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:07,485	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:07,764	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:08,048	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:08,316	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
16:19:08,586	-1,370	49,020	33,720	0,000	40,550	0,330	0,000	0,000	407,530	-9,760	444,630	1,090	123,290	0,000	0,000	0,000
